3600.0	
Time (hour)	Rainfall (mm)
0	3.00
0	3.00
0	3.00
0	3.00
0	3.00
0	3.00
0	0
490	0
491	0
492	0
493	0
494	0
495	2.2
496	2.6
497	0.4
498	0
499	0.2
500	0
501	0
502	0
503	0
504	0
505	0
506	8.6
507	0
508	0.2
509	10.6
510	5.8
511	0.6
512	0.2
513	0
514	0
515	0.2
516	0
517	6.2
518	2.2
519	0.8
520	3.4
521	0.6
522	0
523	0
524	0
525	0
526	0.2
527	1.6
528	1.2
529	4.6
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0.2
538	0
539	0.4
540	1
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0.2
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
